Alpha,SNP_A,SNP_B,SNP_C
0.504514,N16,N22,M1T2
0.504512,N31,N40,M0P1
0.504510,N40,M2Q2,M2Q3
0.504510,N16,M0P2,M1T2
0.504509,N4,N33,M1T3
0.504509,N35,N37,M1T2
0.504509,N11,N31,N35
0.504507,N12,N26,M2Q1
0.504506,N7,N22,M1T1
0.504506,N3,N9,N36
0.504505,N2,N12,N36
0.504505,N18,N34,M2Q3
0.504504,N24,N30,N39
0.504504,N11,N37,M1T3
0.504504,N11,N31,N33
0.504503,N7,N9,N12
0.504502,N7,N10,N35
0.504500,N24,N36,M0P1
0.504500,N10,N18,M0P1
0.504499,N2,N36,M2Q1
0.504499,N22,N38,M2Q3
0.504499,M0P2,M1T1,M1T3
0.504498,N7,N38,M0P1
0.504498,M1T2,M2Q2,M2Q3
0.504496,N23,N34,M2Q2
0.504496,N11,N29,M0P1
0.504494,N7,N15,M2Q2
0.504494,N4,M1T3,M2Q2
0.504494,N2,N24,M2Q2
0.504493,N34,M1T2,M1T3
0.504493,N11,N12,M1T3
0.504492,N6,N19,N31
0.504490,N6,N26,N28
0.504490,N33,M1T1,M1T3
0.504490,N27,N32,M2Q1
0.504490,N18,N26,N31
0.504490,N13,N16,N31
0.504489,N7,N29,N40
0.504488,N18,N20,N31
0.504488,N10,N22,M1T2
0.504487,N7,N30,M2Q3
0.504487,N3,M0P2,M1T3
0.504487,N24,N31,M1T2
0.504484,N7,N19,N34
0.504480,N7,N11,N12
0.504480,N22,M1T3,M2Q3
0.504479,N7,N10,M2Q2
0.504479,N37,N38,M2Q3
0.504479,N24,N29,M2Q4
0.504478,N18,N28,N36
0.504477,N7,M1T1,M2Q3
0.504477,N18,N34,M2Q2
0.504476,N7,N10,N31
0.504476,N20,N35,M2Q4
0.504476,N13,N40,M0P1
0.504475,N7,N31,N38
0.504475,N7,N13,M2Q3
0.504475,N6,N11,N30
0.504475,N34,M1T3,M2Q4
0.504474,N7,N33,M2Q1
0.504474,N27,M0P2,M1T3
0.504473,N6,N11,N28
0.504472,N7,N8,N36
0.504471,N24,N37,M1T3
0.504471,M0P2,M1T2,M1T3
0.504470,N6,N11,N25
0.504470,N20,N29,N30
0.504468,N16,N37,M2Q1
0.504466,N30,M0P2,M1T3
0.504465,N36,M1T1,M1T3
0.504464,N3,N7,N18
0.504463,N8,N31,M1T3
0.504463,N3,N22,M2Q4
0.504463,N30,N38,M0P1
0.504463,N28,N38,M0P1
0.504462,N11,N28,N31
0.504461,N7,N28,M2Q3
0.504461,N2,N4,N11
0.504461,N2,N11,M1T2
0.504461,N18,N33,M2Q3
0.504460,N9,N37,M2Q1
0.504460,N18,N20,N34
0.504460,N11,N12,N22
0.504459,N3,N34,N39
0.504458,N6,N34,N38
0.504458,N6,N20,N29
0.504458,N28,N31,M1T1
0.504458,N22,N34,M1T2
0.504458,N18,N26,M2Q1
0.504458,N11,N20,N24
0.504457,N7,N38,M1T3
0.504457,N27,N33,M1T3
0.504457,N25,N34,M1T3
0.504457,N16,N34,M1T2
0.504456,N11,N28,N36
0.504455,N7,N31,N40
0.504453,N3,N7,N13
0.504452,N30,N31,M0P2
0.504450,N4,N7,N12
0.504449,N35,N40,M2Q3
0.504449,N22,M0P1,M1T1
0.504448,N7,N19,M2Q2
0.504446,N2,N38,M0P1
0.504444,N2,N7,N27
0.504444,N15,N22,N34
0.504443,N8,N30,M2Q4
0.504443,N4,N7,N35
0.504442,N13,M1T2,M2Q3
0.504440,N6,N20,N34
0.504440,N5,N18,N30
0.504440,N3,N36,M1T3
0.504439,N6,N13,N18
0.504439,N18,N28,N39
0.504436,N5,N7,N31
0.504436,N26,N31,N34
0.504436,N18,N35,M1T1
0.504436,N11,N34,M1T3
0.504435,N31,N35,M2Q3
0.504435,N16,N34,M1T3
0.504434,N7,N24,M2Q2
0.504434,N31,N38,M2Q1
0.504434,N18,N24,N28
0.504433,N20,N22,M2Q4
0.504432,N2,N36,M2Q3
0.504431,N6,N7,M1T3
0.504430,N7,N17,N31
0.504430,N3,N9,M1T3
0.504430,N29,N32,M2Q3
0.504430,N18,N21,N35
0.504429,N3,N31,M2Q3
0.504429,N30,N31,M2Q2
0.504428,N7,N13,N33
0.504428,N2,N24,N34
0.504426,N7,N13,M2Q2
0.504425,N20,N38,M1T3
0.504425,N18,M0P1,M1T2
0.504425,N10,N31,M2Q4
0.504423,N7,N17,M1T3
0.504423,N29,N31,M1T3
0.504422,N40,M0P2,M1T3
0.504421,N7,N20,M2Q2
0.504421,N31,N37,N40
0.504421,N24,N37,M2Q2
0.504421,N13,N20,N37
0.504420,N36,N40,M2Q1
0.504419,N9,N12,M0P1
0.504418,N6,N18,N33
0.504415,N25,M0P2,M1T3
0.504415,N15,N24,M1T3
0.504415,N12,M1T1,M1T2
0.504415,N10,N18,N35
0.504414,N16,N27,M2Q1
0.504414,N13,N18,N24
0.504412,N7,N16,N34
0.504412,N2,N11,N28
0.504412,N12,N15,M1T1
0.504411,N9,M1T3,M2Q2
0.504410,N7,N16,M0P1
0.504410,N6,N11,M1T2
0.504410,N29,N30,M2Q4
0.504409,N7,N20,M2Q1
0.504409,N22,M0P2,M1T3
0.504409,N12,M0P1,M1T3
0.504408,N29,M2Q2,M2Q3
0.504408,N11,N31,N38
0.504406,N6,N16,M1T2
0.504406,N34,N38,M0P1
0.504405,N12,N20,M1T1
0.504405,N11,N12,N31
0.504404,N9,N12,N39
0.504403,N11,M1T3,M2Q3
0.504402,N26,N27,M2Q1
0.504402,N24,N36,M2Q1
0.504402,N11,N35,M2Q1
0.504401,N31,N37,M2Q2
0.504400,N24,N33,N36
0.504398,N6,M0P1,M2Q1
0.504397,N31,M1T2,M2Q3
0.504397,N24,N36,N40
0.504396,N11,N22,M0P2
0.504395,N7,N18,N22
0.504395,N7,M2Q1,M2Q3
0.504395,N31,N33,M2Q3
0.504395,N11,N18,N36
0.504394,N14,N38,M0P1
0.504393,N28,M0P1,M2Q3
0.504392,N18,N24,N31
0.504392,N14,N31,M2Q4
0.504391,N3,N9,N37
0.504391,N14,M1T3,M2Q3
0.504390,N2,N11,N16
0.504389,N7,N27,M2Q2
0.504389,N18,N27,N35
0.504388,N7,N22,M2Q2
0.504387,N6,N15,M1T3
0.504387,N2,N12,N20
0.504387,N18,N26,N36
0.504387,N18,N22,N36
0.504386,N27,N37,M2Q1
0.504385,N2,N7,M0P1
0.504382,N2,N12,M2Q1
0.504381,N33,N38,M1T3
0.504380,N7,N36,M2Q4
0.504380,N36,M1T3,M2Q1
0.504380,N2,N29,M1T3
0.504380,N11,N28,M1T3
0.504379,N19,N36,M2Q2
0.504378,N22,M1T2,M1T3
0.504377,N5,N7,M1T3
0.504376,N2,M2Q3,M2Q4
0.504375,N3,N18,M2Q3
0.504375,N18,N28,M1T2
0.504375,N18,N20,M0P2
0.504375,N17,N39,M1T3
0.504374,N9,N32,N36
0.504374,N24,N36,M2Q3
0.504373,N2,N31,M1T2
0.504371,N6,N11,N15
0.504371,N18,N24,N30
0.504370,N32,N36,N40
0.504370,N2,N12,M1T3
0.504369,N5,N7,N30
0.504368,N7,N27,M2Q1
0.504368,N5,N6,N11
0.504367,N8,N24,M1T3
0.504367,N3,N18,N38
0.504367,N19,N36,N40
0.504367,N12,N30,M2Q1
0.504366,N3,N36,N40
0.504366,N16,N18,N35
0.504366,N12,N33,N40
0.504366,N11,M1T3,M2Q4
0.504365,N4,N7,N32
0.504365,N14,N29,M1T3
0.504363,N3,N7,M2Q3
0.504363,N18,N36,M1T1
0.504362,N2,N24,M2Q4
0.504361,N4,N15,N31
0.504360,N7,N29,M2Q1
0.504359,N8,N18,N20
0.504359,N6,N14,M1T3
0.504359,N29,N40,M0P1
0.504359,N18,N35,M0P2
0.504358,N29,M1T3,M2Q4
0.504357,N2,N7,M2Q2
0.504356,N3,N15,N36
0.504356,N28,M1T2,M2Q2
0.504355,N8,N15,M1T3
0.504355,N4,M0P2,M1T3
0.504354,N40,M1T3,M2Q4
0.504353,N7,N25,M1T3
0.504352,N18,N35,N39
0.504352,N18,N24,M1T1
0.504351,N5,N30,N39
0.504351,M0P1,M2Q3,M2Q4
0.504350,N5,N29,M1T3
0.504350,N29,M1T2,M2Q2
0.504349,N15,N40,M1T3
0.504349,N13,N18,N36
0.504348,N21,N31,M2Q3
0.504348,N16,M2Q1,M2Q3
0.504348,N11,N29,M2Q3
0.504347,N19,N20,N37
0.504346,N7,N13,N24
0.504346,N18,N26,N32
0.504346,N12,N33,M2Q1
0.504345,N22,N33,M1T3
0.504345,N18,N31,N36
0.504344,N15,N31,M1T1
0.504343,N17,M1T1,M2Q3
0.504343,N11,N29,M1T3
0.504342,N7,N13,M2Q1
0.504341,N34,N40,M2Q2
0.504340,N3,N30,M0P2
0.504340,N20,N32,N35
0.504339,N7,M0P1,M1T2
0.504339,N5,N30,M2Q2
0.504339,N3,N19,N37
0.504339,N37,M1T2,M2Q2
0.504339,N17,N31,M2Q1
0.504338,N7,N19,M1T3
0.504338,N7,N18,N33
0.504338,N7,N10,N18
0.504338,N3,N4,M1T3
0.504337,N31,N34,N38
0.504336,N6,N18,N29
0.504336,N3,M1T3,M2Q4
0.504336,N33,N40,M1T3
0.504335,N18,N28,M0P2
0.504334,N9,N32,N38
0.504334,N14,N18,N34
0.504333,N30,M1T2,M2Q4
0.504333,N11,N31,M2Q1
0.504332,N7,N23,M2Q2
0.504332,N2,N22,M0P2
0.504331,N9,N36,M1T3
0.504331,N8,N18,N34
0.504330,N8,N31,M2Q4
0.504330,N2,N24,N39
0.504330,N18,M0P1,M1T1
0.504330,N16,N20,N37
0.504329,N7,N19,M0P1
0.504329,N18,N28,N35
0.504329,N13,N27,M2Q2
0.504327,N3,N9,N12
0.504327,N15,N31,M2Q1
0.504326,N3,M0P1,M1T2
0.504325,N9,N12,N14
0.504325,N7,N16,M1T2
0.504325,N31,N37,M0P2
0.504325,N2,N18,N33
0.504325,N18,N31,N38
0.504324,N6,N12,N34
0.504324,N17,N33,M1T3
0.504323,N16,N34,N37
0.504320,N3,N40,M1T3
0.504320,N29,N35,M2Q3
0.504320,N20,N22,N29
0.504320,N18,N35,M0P1
0.504320,N12,N31,M2Q3
0.504319,N6,N7,N22
0.504319,N15,N19,M1T3
0.504319,N12,N29,N39
0.504318,N7,N15,M2Q3
0.504318,N31,N33,M2Q1
0.504318,N15,M1T1,M2Q2
0.504317,N31,M1T3,M2Q1
0.504317,N27,M1T1,M2Q1
0.504317,N26,M1T3,M2Q3
0.504317,N24,N27,M2Q2
0.504316,N8,N31,N34
0.504315,N13,N18,N19
0.504313,N4,N18,N24
0.504312,N26,M0P1,M1T3
0.504311,N27,N31,N37
0.504310,N4,N36,M2Q2
0.504310,N2,M2Q2,M2Q3
0.504309,N23,N31,M2Q3
0.504309,N20,N31,N37
0.504309,N12,N14,M2Q1
0.504308,N35,N36,M2Q2
0.504308,N18,N33,M2Q2
0.504308,N15,M1T3,M2Q3
0.504308,N15,M1T3,M2Q2
0.504306,N38,M2Q2,M2Q3
0.504306,N15,N35,M1T3
0.504305,N3,N7,M2Q1
0.504305,N2,N36,M1T1
0.504305,N22,N31,M2Q3
0.504304,N26,M1T3,M2Q2
0.504303,N6,N24,M1T3
0.504303,N20,N35,M1T3
0.504302,N5,M1T2,M2Q2
0.504302,N22,N34,M0P1
0.504302,N20,N29,N31
0.504302,N10,N33,M1T3
0.504301,N10,N31,M2Q2
0.504300,N7,N35,M2Q1
0.504300,N28,N36,M2Q3
0.504300,N18,N36,M2Q2
0.504299,N18,N22,N33
0.504298,N32,N33,M1T3
0.504297,N3,M0P1,M1T3
0.504296,N5,N26,M1T3
0.504296,N4,N6,M2Q1
0.504296,N2,N32,M2Q3
0.504296,N23,M1T2,M2Q2
0.504295,N31,M1T2,M2Q1
0.504295,N17,N36,M2Q2
0.504294,N23,N31,N37
0.504293,N2,N18,M1T2
0.504293,N18,N30,M2Q2
0.504293,N14,N18,M1T2
0.504292,N28,M0P2,M2Q3
0.504292,N16,N28,N31
0.504291,N22,N24,N37
0.504290,N3,N10,M1T3
0.504290,N18,N26,N35
0.504290,M1T1,M1T3,M2Q2
0.504289,N11,N18,N38
0.504288,N2,N7,N24
0.504288,N2,N36,M1T3
0.504288,N2,N18,N20
0.504287,N2,N18,N24
0.504285,N22,M2Q2,M2Q4
0.504284,N30,N39,M2Q2
0.504283,N2,N31,M2Q4
0.504283,N24,N38,M0P1
0.504282,N28,M2Q1,M2Q3
0.504280,N31,N37,M2Q4
0.504280,N12,N33,M0P1
0.504280,N11,M1T2,M1T3
0.504279,N24,N39,M0P2
0.504278,N2,N11,N34
0.504278,N11,M1T2,M2Q2
0.504277,N3,N35,N37
0.504277,M1T1,M1T3,M2Q4
0.504276,N6,N17,N18
0.504276,N6,N10,N11
0.504276,N18,N34,N38
0.504276,N12,N18,N34
0.504276,N10,N19,N36
0.504275,N7,N13,M1T2
0.504275,N26,N36,M2Q3
0.504274,N7,M0P1,M2Q1
0.504274,N29,N33,M1T3
0.504274,N12,N20,M2Q1
0.504273,N26,N32,M1T3
0.504271,N18,N22,N30
0.504269,N3,M1T3,M2Q1
0.504267,N6,N31,N34
0.504267,N22,N34,M2Q1
0.504267,N11,N33,M1T3
0.504265,N2,N11,M0P2
0.504264,N2,N13,M1T2
0.504263,N25,N35,M2Q4
0.504263,N11,N22,N28
0.504262,N29,N33,N37
0.504261,N2,N33,N37
0.504260,N24,M0P1,M2Q2
0.504259,N9,N11,N36
0.504259,N7,N25,N36
0.504259,N36,M0P1,M1T3
0.504259,N22,N30,M2Q1
0.504259,N18,N20,N24
0.504258,N7,N18,M2Q1
0.504258,N7,N17,M2Q2
0.504258,N18,N33,N39
0.504258,N18,N31,M1T2
0.504256,N15,N20,M1T3
0.504255,N11,N36,M2Q1
0.504254,N2,N27,M0P1
0.504254,N15,N29,M1T3
0.504254,M1T2,M2Q2,M2Q4
0.504253,N3,N7,M1T2
0.504253,N3,N39,N40
0.504252,N7,N40,M2Q3
0.504252,N7,M0P2,M2Q2
0.504252,N18,M2Q2,M2Q3
0.504251,N6,N18,M1T2
0.504251,N31,N35,N37
0.504251,N28,M1T1,M2Q3
0.504251,N10,N15,M1T3
0.504250,N7,N39,M0P1
0.504249,N8,N31,N38
0.504248,N18,M2Q3,M2Q4
0.504247,N9,N35,M1T3
0.504247,N4,N7,M1T1
0.504247,N3,N24,M1T3
0.504247,N18,N20,N38
0.504246,N2,M0P2,M1T2
0.504246,N28,N36,M1T3
0.504246,N27,N36,M1T3
0.504246,N11,N12,N18
0.504245,N7,N18,N27
0.504245,N4,N7,N19
0.504245,N2,N15,N31
0.504244,N18,N29,M1T2
0.504244,N11,N31,N39
0.504244,N10,N33,N36
0.504243,N6,N31,M2Q4
0.504243,N18,N28,N31
0.504242,N29,N35,N38
0.504241,N7,N28,M2Q2
0.504241,N31,M0P2,M2Q2
0.504241,N29,N35,M2Q4
0.504241,N12,N14,M1T2
0.504239,N33,M0P1,M1T3
0.504239,N11,N18,N31
0.504238,N2,N26,M2Q1
0.504238,N11,N19,N36
0.504237,N7,N11,N22
0.504236,N7,N19,N23
0.504236,N21,N22,N35
0.504236,N15,N18,M2Q3
0.504235,N18,N39,M2Q4
0.504235,N18,M0P2,M2Q2
0.504234,N24,N34,N37
0.504233,N8,N24,N36
0.504233,N35,M1T3,M2Q2
0.504233,N18,N30,M1T2
0.504232,N7,N28,N31
0.504231,N6,N24,N36
0.504231,N4,N33,M0P2
0.504231,N20,N31,M2Q3
0.504231,N15,N40,M2Q4
0.504230,N7,N26,N36
0.504230,N13,N31,N36
0.504229,N35,M0P2,M1T3
0.504229,N27,M1T3,M2Q1
0.504228,N2,N29,M2Q2
0.504228,N2,M1T2,M1T3
0.504228,N13,N22,N30
0.504227,N11,N22,N29
0.504226,N8,N15,N31
0.504226,N3,N36,M1T2
0.504226,N29,N40,M2Q2
0.504226,N22,N34,N37
0.504226,N20,N35,M1T2
0.504225,N6,N23,M2Q1
0.504225,N3,N34,M1T3
0.504225,N15,N26,M2Q1
0.504224,N31,N38,M2Q2
0.504223,N7,N22,N29
0.504223,N13,N18,M2Q4
0.504223,N13,N16,M1T2
0.504222,N20,N29,M2Q4
0.504222,N11,N31,M0P2
0.504221,N2,N11,N33
0.504220,N2,N20,N35
0.504220,N2,N10,N24
0.504220,N16,N35,M1T2
0.504219,N9,N38,M0P2
0.504219,N3,M0P2,M1T2
0.504219,N31,N39,M1T3
0.504219,N16,N30,M1T2
0.504219,N11,N12,M2Q3
0.504219,N11,M0P2,M1T3
0.504218,N9,N40,M2Q4
0.504218,N34,N40,M1T3
0.504218,M1T1,M1T2,M2Q2
0.504217,N2,M1T2,M2Q1
0.504217,N18,N36,N40
0.504216,N22,N30,M0P2
0.504216,N20,N22,N31
0.504216,N10,N22,N34
0.504215,N2,N11,N20
0.504214,N4,N12,N39
0.504214,N20,M1T3,M2Q3
0.504213,N17,N24,M2Q2
0.504212,N31,N37,N39
0.504210,N3,N31,M2Q1
0.504210,N31,N36,N37
0.504209,N9,N12,N32
0.504209,N8,N31,N37
0.504209,N3,N35,M1T2
0.504209,N26,N36,M1T3
0.504209,N21,N28,M2Q3
0.504209,N17,N30,M2Q2
0.504209,N16,N20,N26
0.504208,N4,N18,N30
0.504208,N3,N8,M1T3
0.504208,N21,M1T2,M2Q2
0.504207,N2,N9,N11
0.504206,N18,N19,N20
0.504206,N15,N16,M1T3
0.504205,N4,N31,M2Q3
0.504205,N12,N24,N31
0.504204,N18,N31,N39
0.504203,N7,N23,N30
0.504202,N18,N24,N39
0.504201,N24,N36,N37
0.504200,N27,N36,M1T1
0.504200,N10,M1T3,M2Q4
0.504199,N17,N18,N22
0.504199,N11,N15,M2Q4
0.504198,N2,N11,M1T1
0.504198,N20,N22,N36
0.504197,N7,N8,M1T3
0.504197,N3,N21,M1T2
0.504197,N24,N36,N39
0.504197,N18,N20,N32
0.504197,N13,N24,M2Q1
0.504197,M1T1,M2Q3,M2Q4
0.504196,N5,N30,M1T3
0.504196,N27,N36,M0P2
0.504196,N11,N31,M1T1
0.504194,N7,N12,N39
0.504194,N30,N35,M2Q4
0.504194,N15,N28,M1T3
0.504193,N7,N18,N29
0.504193,N2,N11,N23
0.504193,N13,M1T1,M1T3
0.504192,N3,N20,M1T3
0.504192,N32,M1T2,M2Q2
0.504192,N2,N3,N36
0.504192,N2,N24,M0P2
0.504191,N12,N22,N34
0.504190,N32,N34,M1T3
0.504190,N27,M2Q3,M2Q4
0.504189,N6,N11,N21
0.504189,N3,N4,M0P1
0.504189,N36,M0P1,M2Q3
0.504189,N29,M1T1,M1T3
0.504189,N15,N31,M2Q4
0.504188,N31,N39,M0P1
0.504188,N30,N31,M2Q3
0.504188,N16,N17,M1T2
0.504187,N7,N8,N31
0.504186,N10,N22,M2Q4
0.504185,N12,N25,N39
0.504184,N18,N35,M2Q2
0.504183,N19,N24,N31
0.504183,N18,N31,M0P2
0.504181,N4,N15,N18
0.504180,N7,N19,N35
0.504180,N6,N18,N23
0.504180,N31,M0P1,M1T3
0.504180,N12,N26,N39
0.504179,N4,N7,M0P2
0.504179,N4,N31,N37
0.504179,N26,N35,M1T3
0.504179,N20,N25,N35
0.504178,N39,M1T3,M2Q3
0.504177,N3,N13,M1T2
0.504177,N25,N31,M2Q3
0.504177,N13,N31,M0P1
0.504176,N15,N34,M2Q2
0.504176,N13,N14,N22
0.504175,N7,N31,N32
0.504175,N7,M2Q1,M2Q2
0.504175,N23,M1T1,M2Q3
0.504174,N7,N19,N20
0.504174,N20,N35,N39
0.504174,N11,N20,N35
0.504173,N6,N11,N16
0.504173,N32,N34,N36
0.504173,N27,N30,M2Q1
0.504173,N11,N19,M1T3
0.504172,N2,N27,M2Q2
0.504171,N6,N34,N37
0.504171,N6,N31,N38
0.504171,N24,M1T3,M2Q1
0.504170,N9,N38,M1T3
0.504170,N4,N11,N12
0.504170,N11,N26,M1T3
0.504169,N31,M0P2,M2Q3
0.504169,N24,M0P1,M1T2
0.504168,N22,N26,N39
0.504167,N7,N18,N23
0.504167,N18,N27,N31
0.504166,N6,N9,M1T3
0.504166,N30,N36,M2Q2
0.504166,N2,N34,M2Q3
0.504166,N26,N33,M2Q1
0.504166,N18,N33,N37
0.504166,N12,N30,N38
0.504166,N11,N22,M2Q3
0.504165,N27,M1T3,M2Q3
0.504165,N18,N28,M2Q2
0.504164,N22,N24,N34
0.504163,N21,M1T3,M2Q3
0.504163,N11,N35,M1T3
0.504162,N7,N29,N35
0.504162,N22,N29,M2Q4
0.504161,N3,N11,N18
0.504161,N2,M1T3,M2Q3
0.504161,N16,N29,M2Q1
0.504159,N8,N18,N31
0.504159,N7,N8,N22
0.504159,N20,N29,M2Q3
0.504159,N16,N18,M2Q2
0.504158,N10,N29,N40
0.504156,N24,M1T3,M2Q3
0.504156,N22,N30,M1T1
0.504156,N18,N33,M1T2
0.504155,N3,N31,M1T1
0.504155,N11,N26,M2Q1
0.504154,N7,N17,M2Q3
0.504154,N36,M1T2,M1T3
0.504154,N33,N35,M1T3
0.504154,N2,N24,N30
0.504153,N3,N18,N20
0.504153,N30,M2Q3,M2Q4
0.504153,N2,N6,N34
0.504152,N27,N36,M2Q2
0.504152,N23,N30,M2Q1
0.504152,N11,N36,M2Q3
0.504151,N15,N18,M2Q1
0.504150,N40,M1T1,M2Q2
0.504150,N18,N30,N31
0.504150,N12,N15,M1T3
0.504150,M0P1,M1T2,M1T3
0.504149,N3,N28,M1T1
0.504149,N15,N26,N31
0.504148,N30,N39,M1T1
0.504148,N20,N29,M0P2
0.504148,N11,N31,M2Q4
0.504147,N31,M1T1,M2Q1
0.504147,N10,M0P2,M2Q4
0.504146,N3,N12,N39
0.504146,N14,M1T2,M1T3
0.504146,N11,N39,M1T3
0.504145,N19,M1T3,M2Q4
0.504144,N18,N25,N35
0.504144,N12,N17,N31
0.504144,N11,N38,M0P1
0.504143,N3,M0P1,M2Q1
0.504143,N16,N38,M0P1
0.504142,N3,N39,M2Q4
0.504142,N2,N24,M1T2
0.504142,N28,N38,M2Q1
0.504141,N7,N28,N34
0.504141,N28,N36,M0P1
0.504141,N11,N18,M2Q3
0.504140,N7,N14,N18
0.504139,N9,N36,M1T1
0.504139,N33,N39,M1T3
0.504139,N31,N40,M2Q1
0.504139,N10,N16,M2Q3
0.504138,N7,N29,N34
0.504138,N5,N30,M0P2
0.504138,N18,N28,N38
0.504137,N36,M1T3,M2Q2
0.504137,N2,N11,N39
0.504136,N7,N35,M2Q2
0.504134,N7,N8,M2Q3
0.504134,N26,M2Q2,M2Q3
0.504133,N7,N11,N20
0.504133,N6,N18,N34
0.504133,N2,N7,M2Q1
0.504133,N23,N30,M2Q2
0.504133,N16,N30,M2Q1
0.504132,N19,N29,N37
0.504131,N6,N22,N26
0.504131,N4,M1T2,M2Q2
0.504130,N24,M0P2,M1T3
0.504129,N9,N18,M1T1
0.504129,N6,N9,N18
0.504129,N3,N7,N29
0.504129,N28,N40,M2Q3
0.504129,N14,N34,M1T3
0.504128,N36,N40,M1T3
0.504128,N2,N11,M2Q1
0.504128,N22,M1T1,M2Q3
0.504128,N19,N32,N36
0.504127,N6,N36,M1T3
0.504127,N6,N18,M0P1
0.504127,N3,N4,N18
0.504127,N2,M2Q1,M2Q2
0.504127,N18,N23,N31
0.504126,N28,N29,M2Q3
0.504126,N18,N31,M2Q1
0.504126,N10,N11,N31
0.504125,N30,N39,M1T3
0.504125,N16,N31,N35
0.504124,N6,N20,N35
0.504124,N16,N30,M2Q2
0.504124,N11,N17,N22
0.504124,N11,N12,N14
0.504124,M1T3,M2Q1,M2Q3
0.504123,N31,M0P2,M1T3
0.504123,N13,M1T2,M2Q1
0.504122,N6,N7,M2Q3
0.504122,N6,N26,M1T3
0.504122,N3,N18,M1T2
0.504121,N22,N34,M1T1
0.504121,N11,N18,N29
0.504121,N11,N12,N40
0.504120,N3,N31,M1T2
0.504120,N26,N29,M0P1
0.504119,N5,N26,N30
0.504119,N11,N22,N39
0.504118,N7,N23,N37
0.504117,N6,N11,N40
0.504117,N3,N37,M1T3
0.504117,N36,M1T3,M2Q4
0.504117,N10,M1T3,M2Q3
0.504116,N26,N39,M0P1
0.504116,N16,N17,M2Q3
0.504116,N13,N22,N34
0.504116,N12,N37,M2Q1
0.504116,N12,N36,M1T1
0.504115,N24,N31,M2Q4
0.504114,N7,N17,M1T1
0.504114,N4,N18,M0P1
0.504114,N16,N22,M1T3
0.504114,N13,N33,M1T3
0.504113,N9,N12,N38
0.504113,N22,M0P1,M1T2
0.504113,N15,N36,M2Q1
0.504113,N12,N34,N37
0.504112,N9,N38,M1T1
0.504112,N12,N30,N39
0.504112,N10,N35,M1T3
0.504111,N26,N29,N35
0.504111,N15,N18,M1T2
0.504111,N11,N29,N40
0.504110,N22,N36,N40
0.504110,N17,N40,M1T1
0.504110,N15,N27,M1T3
0.504108,N14,N31,N37
0.504108,N14,N24,N36
0.504108,N11,N28,M0P2
0.504106,N34,M2Q2,M2Q3
0.504105,N5,N31,M2Q3
0.504104,N7,N15,M2Q1
0.504104,N2,N12,M1T2
0.504104,N12,N29,M0P1
0.504103,N6,M0P1,M1T1
0.504103,N16,M2Q1,M2Q2
0.504103,N14,N39,M1T3
0.504102,N31,N32,N36
0.504102,N2,N26,M1T3
0.504101,N35,M2Q3,M2Q4
0.504101,N26,N27,M1T3
0.504100,N12,N31,N39
0.504100,N10,N12,N39
0.504099,N2,N11,N40
0.504099,N24,N31,M2Q1
0.504099,N20,N34,M0P2
0.504099,N12,N20,N22
0.504097,N24,N29,N31
0.504097,N14,N15,M1T3
0.504096,N3,N36,M0P2
0.504096,N13,N35,M1T2
0.504096,N10,N18,N22
0.504095,N2,N18,N35
0.504095,N29,N31,N40
0.504094,N9,N35,N38
0.504094,N18,N30,N39
0.504093,N7,N16,N31
0.504093,N2,N12,N26
0.504093,N22,N24,N36
0.504093,N11,M1T2,M2Q1
0.504092,N4,N12,M2Q1
0.504092,N27,N30,M2Q2
0.504092,N15,N31,N39
0.504091,N12,N20,N23
0.504090,N3,N35,M1T3
0.504090,N35,M0P1,M1T2
0.504090,N22,N26,M2Q4
0.504089,N11,N34,M2Q2
0.504088,N7,N13,N23
0.504088,N13,N20,N32
0.504087,N7,N9,N38
0.504087,N20,N30,M0P2
0.504087,N11,N18,N20
0.504086,N5,N23,N30
0.504086,N3,N15,M1T2
0.504085,N7,N21,M2Q3
0.504085,N19,M0P2,M2Q4
0.504085,N13,N16,N34
0.504084,N7,N19,M0P2
0.504084,N33,N37,M2Q4
0.504084,N2,N12,N14
0.504084,N18,N20,N36
0.504083,N4,N12,M1T1
0.504083,N4,N11,N31
0.504083,N28,M1T3,M2Q3
0.504083,N26,M2Q1,M2Q2
0.504082,N24,N25,M1T1
0.504081,N9,N18,N29
0.504081,N19,N29,M2Q4
0.504080,N5,N7,M2Q3
0.504080,N18,N27,N37
0.504079,N3,N18,N36
0.504079,N24,M1T2,M1T3
0.504079,N20,M1T3,M2Q4
0.504078,N27,N39,M2Q2
0.504078,N11,N29,N31
0.504077,N7,N12,N14
0.504077,N36,N40,M2Q3
0.504076,N3,N9,N38
0.504076,N18,N25,N31
0.504076,N16,N38,M2Q1
0.504076,N13,N24,N39
0.504075,N3,N14,M1T3
0.504075,N32,N36,M2Q2
0.504074,N3,N30,N39
0.504074,N13,M1T3,M2Q3
0.504073,N15,N40,M1T2
0.504073,N12,N33,M1T1
0.504072,N22,N34,M2Q2
0.504071,N9,N26,M1T3
0.504071,N3,N20,N31
0.504070,N8,N28,N34
0.504070,N7,N13,N29
0.504070,N7,M2Q3,M2Q4
0.504069,N6,N18,N24
0.504069,N3,N22,N39
0.504069,N2,N4,N12
0.504069,N12,N27,N39
0.504068,N7,N15,N34
